"LocationID" "Level" "RegionID" "CityID"
"383" 492 3 6 2622
"384" 493 3 14 492
"385" 494 3 50 1555
"386" 495 3 32 46
"387" 496 3 79 2019
"388" 497 3 8 1912
"389" 498 3 13 1903
"390" 499 3 30 2828
"391" 500 3 66 2087
"392" 501 3 38 134
"393" 502 3 63 399
"394" 503 3 38 1082
"395" 504 3 45 663
"396" 505 3 26 1668
"397" 506 3 33 3262
"398" 507 3 20 1645
"399" 508 3 44 3546
"400" 509 3 56 3138
"401" 510 3 56 314
"402" 511 3 53 855
"403" 512 3 29 2786
"404" 513 3 7 3627
"405" 515 3 51 271
"406" 516 3 64 2499
"407" 517 3 37 2093
"408" 518 3 48 1110
"409" 519 3 36 1576
"410" 521 3 43 1255
"411" 522 3 6 10
"412" 523 3 14 2508
"413" 524 3 22 3427
"414" 525 3 28 2912
"415" 526 3 32 1215
"416" 527 3 72 2559
"417" 528 3 24 2955
"418" 529 3 13 903
"419" 530 3 30 1384
"420" 531 3 11 126
"421" 532 3 38 2330
"422" 533 3 63 2834
"423" 534 3 38 1406
"424" 535 3 23 2943
"425" 536 3 75 2279
"426" 537 3 45 604
"427" 539 3 20 365
"428" 540 3 27 1919
"429" 541 3 56 3302
"430" 542 3 38 3503
"431" 543 3 56 2625
"432" 544 3 49 5
"433" 546 3 29 2106
"434" 547 3 19 2115
"435" 549 3 17 3585
"436" 550 3 81 1533
"437" 551 3 70 1267
"438" 552 3 37 1757
"439" 553 3 52 38
"440" 554 3 36 3098
"441" 555 3 16 89
"442" 556 3 6 2930
"443" 557 3 35 2322
"444" 558 3 14 2736
"445" 559 3 22 3148
"446" 560 3 32 3213
"447" 561 3 12 1712
"448" 562 3 57 2437
"449" 563 3 73 2309
"450" 564 3 68 3478
"451" 565 2 11 445
"452" 566 3 38 2199
"453" 567 3 34 1287
"454" 568 3 38 2102
"455" 569 3 69 1632
"456" 570 3 63 3670
"457" 571 3 75 1093
"458" 572 3 45 2231
"459" 573 3 20 987
"460" 574 3 27 2278
"461" 575 3 56 1351
"462" 576 3 56 2791
"463" 577 3 60 831
"464" 578 3 29 2503
"465" 579 3 19 1710
"466" 581 3 17 3646
"467" 582 3 74 1911
"468" 583 3 54 673
"469" 584 3 1 284
"470" 585 3 52 1774
"471" 586 3 42 1363
"472" 587 3 16 2910
"473" 588 3 3 1073
"474" 589 3 35 2299
"475" 590 3 14 1081
"476" 591 3 2 1673
"477" 593 3 20 800
"478" 594 3 80 3438
"479" 595 3 12 2518
"480" 596 3 67 100
"481" 597 3 5 430
"482" 598 3 68 2778
"483" 599 3 13 3276
"484" 600 3 40 1813
"485" 601 3 55 2203
"486" 602 3 38 1843
"487" 603 3 63 1866
"488" 604 3 75 2306
"489" 605 3 45 3312
"490" 606 3 20 1733
"491" 607 3 65 1846
"492" 608 3 84 856
"493" 609 3 56 2926
"494" 610 3 60 1517
"495" 611 3 61 80
"496" 612 3 19 3605
"497" 614 3 17 1300
"498" 615 3 82 3361
"499" 617 3 54 3407
"500" 618 3 1 55
"501" 619 3 62 707
"502" 620 3 42 109
"503" 622 3 39 1251
"504" 623 3 78 899
"505" 624 3 71 3408
"506" 625 3 35 1723
"507" 626 3 6 582
"508" 628 3 14 3524
"509" 629 3 80 2561
"510" 630 3 25 1536
"511" 632 3 28 840
"512" 635 3 41 867
"513" 639 3 69 404
"514" 640 2 78 3485
"515" 642 3 55 2062
"516" 648 3 55 1877
"517" 656 3 21 216
"518" 663 3 83 2335
"519" 669 3 28 1028
"520" 673 3 41 2584
"521" 676 3 42 2830
"522" 677 3 56 1246
"523" 678 3 84 3284
"524" 679 3 56 3328
"525" 680 3 53 1038
"526" 682 3 29 2514
"527" 683 3 7 2425
"528" 684 3 51 3014
"529" 685 3 64 192
"530" 686 3 37 798
"531" 687 3 48 2014
"532" 688 3 36 1754
"533" 689 3 16 3125
"534" 690 3 6 1858
"535" 691 3 58 366
"536" 692 3 14 2153
"537" 693 3 22 75
"538" 694 3 32 3288
"539" 695 3 72 2597
"540" 696 3 24 1888
"541" 697 2 13 472
"542" 698 3 68 2408
"543" 699 3 11 1448
"544" 701 3 38 2160
"545" 702 3 34 405
"546" 703 3 38 3612
"547" 704 3 23 2296
"548" 705 3 75 1399
"549" 706 3 45 179
"550" 708 3 20 884
"551" 709 3 27 1755
"552" 710 3 56 3432
"553" 711 3 84 2562
"554" 712 3 56 3607
"555" 713 3 49 2821
"556" 715 3 29 1332
"557" 716 3 19 34
"558" 717 3 83 1908
"559" 718 3 17 571
"560" 719 3 81 3332
"561" 720 2 70 3024
"562" 721 3 15 928
"563" 722 3 52 1165
"564" 723 3 42 1962
"565" 724 3 16 2797
"566" 725 3 3 1689
"567" 726 3 35 3171
"568" 727 3 14 2807
"569" 728 3 2 2267
"570" 729 3 32 916
"571" 730 3 12 1256
"572" 731 3 57 3154
"573" 732 3 5 1490
"574" 733 3 68 1128
"575" 734 3 13 636
"576" 736 3 38 2450
"577" 737 2 34 1450
"578" 738 3 38 163
"579" 739 3 63 51
"580" 740 3 75 605
"581" 741 3 45 2258
"582" 742 3 20 17
"583" 743 3 65 1025
"584" 744 3 56 466
"585" 745 3 56 3362
"586" 746 3 60 2312
"587" 747 3 29 3323
"588" 748 3 19 1111
"589" 750 3 17 373
"590" 751 3 74 992
"591" 752 3 54 1018
"592" 753 3 1 1116
"593" 754 3 52 2910
"594" 755 3 42 1433
"595" 756 3 16 3299
"596" 757 3 71 754
"597" 758 3 35 365
"598" 759 3 14 160
"599" 760 2 2 72
"600" 761 3 80 2072
"601" 762 3 12 3216
"602" 763 3 67 3197
"603" 764 3 79 2096
"604" 765 3 68 962
"605" 766 3 13 999
"606" 767 3 40 2141
"607" 768 3 66 2761
"608" 769 3 38 1729
"609" 770 3 63 640
"610" 771 3 75 2871
"611" 772 3 45 2159
"612" 773 3 4 2006
"613" 774 3 65 1339
"614" 775 3 76 955
"615" 776 3 84 1359
"616" 777 3 56 2152
"617" 778 3 60 2357
"618" 779 3 61 2538
"619" 780 3 19 1442
"620" 782 3 46 1989
"621" 783 3 82 53
"622" 784 3 54 875
"623" 785 3 1 1281
"624" 786 3 62 2146
"625" 787 3 42 861
"626" 788 3 39 2575
"627" 789 3 71 1981
"628" 790 3 35 2541
"629" 791 3 6 2103
"630" 792 3 14 1462
"631" 793 3 25 793
"632" 794 3 67 1604
"633" 795 3 79 497
"634" 796 3 77 1755
"635" 797 3 13 286
"636" 798 3 30 2862
"637" 799 3 66 595
"638" 800 3 38 2496
"639" 801 3 63 1751
"640" 802 3 38 907
"641" 803 3 45 2677
"642" 805 3 4 1395
"643" 806 3 33 2234
"644" 808 3 59 3482
"645" 809 3 44 569
"646" 810 3 56 2932
"647" 811 3 9 858
"648" 812 3 56 505
"649" 813 3 53 1159
"650" 814 3 29 1918
"651" 815 3 7 1465
"652" 816 3 54 360
"653" 817 3 51 3604
"654" 818 3 64 583
"655" 819 3 42 3285
"656" 820 3 39 2619
"657" 821 3 36 291
"658" 822 3 43 283
"659" 823 3 6 2266
"660" 824 3 14 3418
"661" 825 3 50 2933
"662" 826 2 67 2831
"663" 827 3 79 1971
"664" 828 3 8 732
"665" 829 3 13 1896
"666" 830 3 30 3028
"667" 831 3 66 760
"668" 832 3 38 3601
"669" 833 3 63 2900
"670" 834 3 38 991
"671" 835 3 45 3388
"672" 836 3 26 1420
"673" 837 3 33 1429
"674" 838 3 20 2362
"675" 839 3 44 2942
"676" 840 3 56 103
"677" 841 3 56 1766
"678" 842 3 53 997
"679" 843 3 29 1831
"680" 844 3 7 2766
"681" 845 3 51 738
"682" 846 3 64 2079
"683" 847 3 37 3254
"684" 848 3 48 637
"685" 849 3 36 1626
"686" 850 3 43 1307
"687" 851 3 6 2679
"688" 852 3 14 2713
"689" 853 3 22 1381
"690" 854 3 28 1749
"691" 855 3 32 859
"692" 856 3 72 1903
"693" 857 3 24 2533
"694" 858 3 13 1930
"695" 859 3 30 349
"696" 860 3 11 3021
"697" 861 3 38 3341
"698" 862 3 63 2366
"699" 863 3 38 1177
"700" 864 3 23 778
"701" 865 3 75 809
"702" 866 3 45 723
"703" 867 3 20 1048
"704" 868 3 27 1039
"705" 869 3 56 965
"706" 870 3 56 1375
"707" 871 3 49 3511
"708" 873 3 29 113
"709" 874 3 19 2633
"710" 875 3 41 3340
"711" 877 3 17 3350
"712" 878 3 81 2127
"713" 879 3 70 2003
"714" 880 3 37 1478
"715" 881 3 52 507
"716" 882 3 36 31
"717" 883 3 16 1682
"718" 884 3 6 969
"719" 885 3 35 3220
"720" 886 3 14 3342
"721" 887 3 22 796
"722" 888 3 20 2257
"723" 889 3 32 1284
"724" 890 3 12 2610
"725" 891 3 57 2661
"726" 892 3 73 2291
"727" 893 3 68 1115
"728" 894 3 11 1867
"729" 896 3 38 2201
"730" 897 3 34 3580
"731" 898 3 38 1314
"732" 899 3 63 3710
"733" 900 3 75 988
"734" 901 3 45 55
"735" 902 3 20 383
"736" 903 3 27 2309
"737" 904 3 56 3658
"738" 905 3 84 963
"739" 906 3 56 3322
"740" 907 3 60 552
"741" 908 3 29 3001
"742" 909 3 19 3154
"743" 910 3 17 1857
"744" 911 3 74 1037
"745" 912 3 54 1777
"746" 913 2 15 537
"747" 914 3 52 1423
"748" 915 3 42 3159
"749" 916 3 16 3655
"750" 917 3 3 2718
"751" 918 3 35 1092
"752" 919 3 14 1081
"753" 920 3 2 2896
"754" 922 3 80 3164
"755" 923 3 12 196
"756" 924 2 57 2480
"757" 925 3 5 3075
"758" 926 3 68 3475
"759" 927 3 13 2489
"760" 928 3 40 365
"761" 929 3 38 1212
"762" 930 3 63 1199
"763" 931 3 75 1249
"764" 932 3 45 2985
"765" 933 3 20 498
"766" 934 3 65 377
"767" 935 3 56 233
"768" 936 3 60 3355
"769" 937 3 61 1068
"770" 938 3 19 171
"771" 939 3 17 775
"772" 940 3 82 3667
"773" 941 3 54 503
"774" 942 3 1 3347
"775" 943 3 38 3634
"776" 944 3 62 3033
"777" 945 3 42 619
"778" 947 3 39 207
"779" 948 3 71 847
"780" 949 3 35 3445
"781" 950 3 6 2534
"782" 952 3 14 359
"783" 953 3 80 1376
"784" 954 3 25 2748
"785" 955 3 67 109
"786" 956 3 79 3209
"787" 957 3 77 1349
"788" 958 3 13 326
"789" 959 3 66 1785
"790" 960 3 38 1804
"791" 961 3 63 2827
"792" 962 3 38 2073
"793" 963 3 45 1817
"794" 964 3 4 1254
"795" 965 3 33 344
"796" 966 3 59 484
"797" 967 3 44 1064
"798" 968 3 56 32
"799" 969 3 9 1870
"800" 970 3 56 3346
"801" 971 2 19 629
"802" 972 3 46 209
"803" 973 3 7 477
"804" 974 3 54 825
"805" 975 3 1 517
"806" 976 2 62 2664
"807" 977 3 42 132
"808" 978 3 39 2089
"809" 979 3 36 631
"810" 980 2 35 1484
"811" 981 3 6 1213
"812" 982 3 14 3198
"813" 983 3 50 2088
"814" 984 3 67 1652
"815" 985 3 79 3459
"816" 986 3 77 213
"817" 987 3 13 2268
"818" 988 3 30 518
"819" 989 3 66 94
"820" 991 3 38 3708
"821" 992 3 63 3383
"822" 993 3 38 972
"823" 994 3 45 1842
"824" 995 3 26 1571
"825" 996 3 33 1563
"826" 997 3 55 3219
"827" 998 3 20 461
"828" 999 3 44 2440
"829" 1000 3 56 1141
"830" 1001 3 56 1434
"831" 1002 3 53 556
"832" 1003 3 29 1717
"833" 1004 3 7 994
"834" 1005 2 54 2317
"835" 1006 3 51 3568
"836" 1007 3 64 3082
"837" 1008 3 37 1687
"838" 1009 3 48 3497
"839" 1010 3 36 3609
"840" 1011 3 43 3536
"841" 1012 3 6 2107
"842" 1013 3 14 610
"843" 1015 3 22 939
"844" 1016 3 32 3376
"845" 1017 3 72 875
"846" 1018 3 24 3664
"847" 1019 3 13 1422
"848" 1020 3 30 333
"849" 1021 3 11 3037
"850" 1023 3 38 1929
"851" 1024 3 63 2657
"852" 1025 3 38 2249
"853" 1026 3 23 309
"854" 1027 3 75 1210
"855" 1028 3 45 2203
"856" 1029 3 20 2915
"857" 1030 3 44 496
"858" 1031 3 56 1913
"859" 1032 3 56 201
"860" 1033 3 49 1776
"861" 1035 3 29 3221
"862" 1036 3 7 3494
"863" 1038 3 51 2130
"864" 1039 3 81 110
"865" 1040 3 70 2928
"866" 1041 3 37 1790
"867" 1042 3 48 3643
"868" 1043 3 36 1967
"869" 1044 3 16 1076
"870" 1045 3 6 2767
"871" 1046 2 58 2570
"872" 1047 3 14 37
"873" 1048 3 22 336
"874" 1049 3 20 1984
"875" 1050 3 32 3512
"876" 1051 3 12 3367
"877" 1052 3 24 735
"878" 1053 3 73 3337
"879" 1054 3 68 1778
"880" 1055 3 11 1551
"881" 1057 3 38 1096
"882" 1058 3 34 3185
"883" 1059 3 38 272
"884" 1060 3 23 2050
"885" 1061 3 75 2471
"886" 1062 3 45 2473
"887" 1063 3 20 1108
"888" 1064 3 27 2797
"889" 1065 3 56 3528
"890" 1066 3 84 2753
"891" 1067 3 56 458
"892" 1068 3 49 289
"893" 1070 3 29 3322
"894" 1071 3 19 3094
"895" 1073 3 17 2288
"896" 1074 3 81 794
"897" 1076 3 54 685
"898" 1077 3 15 3218
"899" 1078 3 52 1009
"900" 1079 3 42 2458
"901" 1080 3 16 2294
"902" 1081 3 3 2059
"903" 1082 3 35 674
"904" 1083 3 14 2521
"905" 1084 3 2 3462
"906" 1085 3 32 2573
"907" 1086 3 12 2758
"908" 1087 3 57 2304
"909" 1088 3 5 898
"910" 1089 3 68 3229
"911" 1090 3 13 3533
"912" 1091 3 40 2801
"913" 1092 3 21 2879
"914" 1093 3 38 2375
"915" 1094 3 63 848
"916" 1095 3 75 3263
"917" 1096 3 45 2302
"918" 1097 3 20 229
"919" 1098 3 65 3282
"920" 1099 3 56 219
"921" 1100 3 56 453
"922" 1101 3 60 2493
"923" 1102 2 29 1133
"924" 1103 3 19 353
"925" 1105 3 20 2466
"926" 1106 3 17 1783
"927" 1107 3 10 397
"928" 1108 3 54 3331
"929" 1109 3 1 1628
"930" 1110 3 52 909
"931" 1111 3 42 1215
"932" 1113 3 39 1586
"933" 1114 3 71 2918
"934" 1115 3 35 577
"935" 1116 2 14 495
"936" 1117 3 14 2775
"937" 1118 3 80 1920
"938" 1119 3 25 2989
"939" 1120 3 67 2696
"940" 1121 3 79 1763
"941" 1122 3 68 2394
"942" 1123 3 13 2823
"943" 1124 2 40 1699
"944" 1125 3 66 682
"945" 1126 3 38 2911
"946" 1127 3 63 2870
"947" 1129 3 75 140
"948" 1130 3 45 2567
"949" 1131 3 4 3717
"950" 1132 3 65 2183
"951" 1133 3 59 3479
"952" 1134 3 56 2404
"953" 1135 3 9 3671
"954" 1136 3 61 1613
"955" 1137 3 19 976
"956" 1139 3 46 3354
"957" 1140 3 82 1705
"958" 1141 3 54 3177
"959" 1142 3 1 3115
"960" 1143 3 62 3022
"961" 1144 3 42 3721
"962" 1145 3 39 65
"963" 1146 3 36 1209
"964" 1147 3 35 2652
"965" 1148 3 6 727
"966" 1149 3 14 1100
"967" 1150 3 25 3200
"968" 1151 3 67 3370
"969" 1152 3 79 1937
"970" 1153 3 77 1716
"971" 1154 3 13 278
"972" 1155 3 30 1526
"973" 1156 3 66 436
"974" 1158 3 38 817
"975" 1159 3 63 2529
"976" 1160 3 38 268
"977" 1161 3 45 3436
"978" 1162 3 26 2784
"979" 1163 3 33 1744
"980" 1164 3 59 3678
"981" 1165 3 44 1399
"982" 1166 3 56 612
"983" 1167 3 9 3498
"984" 1168 3 56 433
"985" 1169 3 53 2403
"986" 1170 3 29 1344
"987" 1171 3 7 98
"988" 1173 3 54 3625
"989" 1174 3 51 2704
"990" 1175 3 64 670
"991" 1176 3 37 2825
"992" 1177 3 48 2230
"993" 1178 3 36 1240
"994" 1180 3 43 2751
"995" 1181 3 6 2171
"996" 1182 3 14 3402
"997" 1183 3 50 353
"998" 1184 3 32 3636
"999" 1185 3 72 3380
"1000" 1186 3 24 421
"1001" 1187 3 13 2878
"1002" 1188 3 30 3591
"1003" 1189 3 66 1315
"1004" 1191 3 38 3128
"1005" 1192 3 63 1509
"1006" 1193 3 38 1474
"1007" 1194 2 45 1922
"1008" 1195 3 26 628
"1009" 1196 3 45 3399
"1010" 1197 3 20 2931
"1011" 1198 3 44 2742
"1012" 1200 3 55 2750
"1013" 1220 3 42 2212
"1014" 1222 3 28 1726
"1015" 1226 3 41 1802
"1016" 1233 2 21 701
"1017" 1234 3 28 456
"1018" 1241 2 69 2916
"1019" 1243 3 55 3713
"1020" 1245 3 78 28
"1021" 1250 3 16 2553
"1022" 1251 3 3 2669
"1023" 1252 3 35 1001
"1024" 1253 3 14 3010
"1025" 1254 3 2 1879
"1026" 1256 3 80 3316
"1027" 1257 3 12 1568
"1028" 1258 3 57 1874
"1029" 1259 3 5 71
"1030" 1260 3 68 1742
"1031" 1261 3 13 2355
"1032" 1262 3 40 721
"1033" 1263 3 28 3520
"1034" 1264 3 38 1369
"1035" 1265 3 63 1734
"1036" 1266 3 75 2167
"1037" 1267 3 45 1572
"1038" 1268 3 20 3181
"1039" 1269 3 65 942
"1040" 1270 2 56 2354
"1041" 1271 3 56 199
"1042" 1272 3 60 1451
"1043" 1273 3 61 1734
"1044" 1274 3 19 1144
"1045" 1276 3 17 3384
"1046" 1277 3 82 2292
"1047" 1278 3 54 2447
"1048" 1279 3 1 3291
"1049" 1280 3 62 125
"1050" 1281 3 42 22
"1051" 1282 3 39 3000
"1052" 1283 3 41 437
"1053" 1284 3 71 2592
"1054" 1285 3 35 1815
"1055" 1286 3 6 2965
"1056" 1287 3 14 1986
"1057" 1288 3 80 1388
"1058" 1289 3 25 249
"1059" 1290 3 67 2781
"1060" 1291 3 79 2802
"1061" 1292 3 77 764
"1062" 1293 3 13 2280
"1063" 1294 3 66 2170
"1064" 1295 3 38 3523
"1065" 1296 3 63 1897
"1066" 1297 3 38 2448
"1067" 1298 3 45 3600
"1068" 1299 3 4 2043
"1069" 1300 3 33 368
"1070" 1301 3 59 2213
