"SearchID" "SearchDate" "IPID" "UserID" "IsUserLoggedOn" "SearchQuery" "LocationID" "CategoryID" "SearchParams"
"135" 136 "2015-05-05 13:55:49.0" 742709 302181 0 "" 1731 22 "{175:'Женская одежда'}"
"136" 137 "2015-04-26 16:44:32.0" 1939908 637610 1 "" 3960 22 "{176:'Джинсы', 175:'Мужская одежда', 97:'38'}"
"137" 138 "2015-05-07 11:58:11.0" 255918 392505 1 "" 547 60 "{125:'33', 179:'Обувь', 178:'Для девочек'}"
"138" 139 "2015-05-10 23:55:54.0" 1578742 1669990 0 "" 3953 44 "{223:'Объективы'}"
"139" 140 "2015-05-03 23:48:33.0" 81080 1541441 0 "" 3953 47 "{127:'Игрушки'}"
"140" 141 "2015-05-16 21:42:12.0" 2104382 967921 1 "чайничек" 2885 0 ""
"141" 142 "2015-05-11 22:26:27.0" 405705 997678 0 "" 4294 26 ""
"142" 143 "2015-05-07 19:01:58.0" 1089392 1594945 0 "" 3953 38 "{45:'Подставки и тумбы'}"
"143" 144 "2015-05-13 15:13:18.0" 270871 991474 0 "" 1261 41 "{143:'HTC'}"
"144" 145 "2015-05-08 22:42:52.0" 2057959 2783138 1 "" 2850 12 ""
"145" 146 "2015-04-29 14:53:25.0" 2030513 3615337 0 "" 4215 26 ""
"146" 147 "2015-05-07 15:29:00.0" 428334 2393127 0 "" 1344 27 "{486:'Плиты', 48:'Для кухни'}"
"147" 148 "2015-05-12 17:06:14.0" 2219909 3852793 0 "" 3953 60 "{119:'86-92 см (1-2 года)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
"148" 149 "2015-05-08 13:15:18.0" 1587557 2465059 1 "купальник" 992 0 ""
"149" 150 "2015-05-06 12:17:01.0" 1616440 2618418 0 "" 381 38 "{45:'Кухонные гарнитуры'}"
"150" 151 "2015-05-18 21:47:53.0" 823285 2116687 0 "" 992 38 "{45:'Шкафы и комоды'}"
"151" 152 "2015-04-28 15:24:45.0" 251199 895324 1 "" 2643 60 "{119:'62-68 см (2-6 мес)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
"152" 153 "2015-05-13 14:52:10.0" 411756 4108043 1 "" 3505 12 ""
"153" 154 "2015-05-16 19:30:49.0" 1798409 3881551 0 "" 1301 27 "{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
"154" 155 "2015-04-27 05:45:12.0" 509996 1574734 0 "бензобур" 3960 50 ""
"155" 156 "2015-05-13 20:19:15.0" 220745 1396991 0 "" 2277 18 ""
"156" 157 "2015-05-09 03:14:14.0" 626329 662888 0 "" 4145 38 "{45:'Освещение'}"
"157" 158 "2015-05-09 19:29:52.0" 1455020 966217 0 "" 1822 38 "{45:'Кровати, диваны и кресла'}"
"158" 159 "2015-04-26 22:29:20.0" 1534321 522578 1 "" 3953 27 "{487:'Стиральные машины', 48:'Для дома'}"
"159" 160 "2015-05-06 20:22:32.0" 2134399 2435826 1 "" 3953 5 "{165:'Игры с мячом'}"
"160" 161 "2015-05-07 18:05:59.0" 1745194 2281298 1 "" 733 38 "{45:'Кровати, диваны и кресла'}"
"161" 162 "2015-05-02 22:13:40.0" 1017584 532673 0 "" 2236 38 "{45:'Кровати, диваны и кресла'}"
"162" 163 "2015-05-08 22:46:47.0" 2055948 258702 0 "" 4268 52 "{167:'Книги'}"
"163" 164 "2015-04-28 00:03:41.0" 1452754 721490 0 "fujifilm" 1261 44 ""
"164" 165 "2015-05-18 13:55:08.0" 865993 2858836 1 "сплит система" 2840 27 ""
"165" 166 "2015-05-07 18:07:28.0" 1791035 937662 0 "" 1344 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
"166" 167 "2015-05-01 18:13:57.0" 1636749 3302128 0 "" 1480 12 ""
"167" 168 "2015-04-30 20:51:19.0" 1431980 3202851 0 "" 2430 38 "{45:'Кровати, диваны и кресла'}"
"168" 169 "2015-05-03 21:01:27.0" 494264 565566 0 "" 2277 4 "{156:'Горные'}"
"169" 170 "2015-05-11 14:55:11.0" 984705 2835575 1 "" 2875 28 ""
"170" 171 "2015-05-17 12:32:02.0" 1043149 3751955 0 "" 4464 37 ""
"171" 172 "2015-05-11 09:04:42.0" 649570 3129392 0 "" 3018 4 ""
"172" 173 "2015-05-05 11:44:51.0" 1952862 2716323 0 "" 4181 29 ""
"173" 174 "2015-05-17 10:33:09.0" 702397 1352796 1 "" 976 12 ""
"174" 175 "2015-05-12 18:49:00.0" 1679183 2532082 0 "мясорубка" 2885 0 ""
"175" 176 "2015-05-13 12:01:16.0" 821320 1288537 0 "" 1653 60 "{178:'Для мальчиков'}"
"176" 177 "2015-05-14 12:45:29.0" 1552308 236288 0 "рюкзак" 926 0 ""
"177" 178 "2015-05-03 21:36:02.0" 1177559 3865599 1 "" 2230 38 "{45:'Освещение'}"
"178" 179 "2015-04-29 12:23:34.0" 1803017 1775453 0 "бассейн" 2612 5 ""
"179" 180 "2015-05-09 17:52:19.0" 46976 679994 0 "" 1344 49 ""
"180" 181 "2015-04-30 10:24:49.0" 1507803 2391097 0 "" 230 22 "{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
"181" 182 "2015-05-10 18:46:10.0" 504898 2817394 0 "" 489 34 "{5:'Шины, диски и колёса'}"
"182" 183 "2015-05-12 23:10:46.0" 495944 3511733 0 "sonata" 3960 34 ""
"183" 184 "2015-05-07 18:29:34.0" 1547270 838421 0 "" 3960 4 ""
"184" 185 "2015-05-01 20:07:19.0" 578225 2330527 1 "" 980 5 "{165:'Туризм'}"
"185" 186 "2015-05-03 22:34:02.0" 1637376 3961003 1 "уаз" 4111 34 "{5:'Шины, диски и колёса'}"
"186" 187 "2015-05-02 08:16:11.0" 1401325 2441271 0 "" 414 38 "{45:'Шкафы и комоды'}"
"187" 188 "2015-05-12 17:58:38.0" 1119581 1791828 0 "" 2474 34 ""
"188" 189 "2015-04-27 15:11:14.0" 4710 2270390 0 "" 3960 38 "{45:'Кровати, диваны и кресла'}"
"189" 190 "2015-05-12 12:30:42.0" 207995 3378047 0 "" 2230 7 ""
"190" 191 "2015-05-14 13:17:38.0" 1010183 2128363 0 "" 3771 22 "{83:'Обувь', 175:'Женская одежда', 88:'40'}"
"191" 192 "2015-04-30 11:22:22.0" 797859 3526542 0 "" 3371 28 ""
"192" 193 "2015-05-16 17:59:25.0" 1912466 2254952 0 "" 1667 37 ""
"193" 194 "2015-04-27 09:45:47.0" 917563 3100991 0 "" 1653 38 "{45:'Компьютерные столы и кресла'}"
"194" 195 "2015-04-29 21:07:32.0" 2116712 1109619 1 "" 3960 26 ""
"195" 196 "2015-05-08 21:20:40.0" 1213367 1628307 1 "" 972 26 ""
"196" 197 "2015-05-17 10:03:04.0" 1774610 2416051 0 "уаз" 2612 34 ""
"197" 198 "2015-05-07 10:46:21.0" 951832 372668 1 "chevrolet cruze" 3960 34 "{598:'Для автомобилей', 5:'Запчасти'}"
"198" 199 "2015-04-27 22:56:04.0" 744744 484918 0 "" 401 34 "{5:'Запчасти'}"
"199" 200 "2015-05-14 16:07:05.0" 556494 365111 0 "" 3960 22 ""
"200" 201 "2015-05-11 19:17:37.0" 1257933 2074757 0 "" 3618 34 "{5:'Шины, диски и колёса'}"
"201" 202 "2015-05-16 11:20:08.0" 865124 168095 0 "getz" 2885 0 ""
"202" 203 "2015-05-05 13:46:31.0" 99030 2974017 0 "" 547 41 "{143:'iPhone'}"
"203" 204 "2015-04-30 09:12:10.0" 456754 3262464 1 "" 3282 38 ""
"204" 205 "2015-05-18 21:22:41.0" 471812 3863441 0 "" 2060 50 "{44:'Инструменты'}"
"205" 206 "2015-05-04 08:37:19.0" 45929 158050 0 "" 2077 4 "{156:'Горные'}"
"206" 207 "2015-04-25 15:45:11.0" 1731418 3342181 0 "" 3960 9 "{51:'Посуда'}"
"207" 208 "2015-05-10 00:55:40.0" 215633 3497664 0 "" 3960 35 ""
"208" 209 "2015-05-14 16:45:38.0" 115624 3292792 1 "" 1299 34 "{5:'Аудио- и видеотехника'}"
"209" 210 "2015-05-15 09:12:41.0" 760659 714986 0 "" 547 38 "{45:'Текстиль и ковры'}"
"210" 211 "2015-05-20 13:50:35.0" 1187524 112980 0 "бензопилы б/у" 3953 1 ""
"211" 212 "2015-04-30 11:15:31.0" 195569 2789185 0 "" 3018 22 ""
"212" 213 "2015-05-14 12:14:19.0" 170044 569112 0 "" 576 47 ""
"213" 214 "2015-05-15 13:01:59.0" 1288587 597315 0 "" 3807 57 "{130:'Средства гигиены'}"
"214" 215 "2015-05-03 19:35:44.0" 1254433 1083076 0 "" 3960 500001 ""
"215" 216 "2015-05-10 15:22:19.0" 98255 2914401 0 "" 1344 3 ""
"216" 217 "2015-05-15 15:52:22.0" 1762135 3073340 0 "" 2430 1 ""
"217" 218 "2015-05-07 21:39:43.0" 716195 2348679 0 "" 3022 41 "{143:'Nokia'}"
"218" 219 "2015-04-28 13:31:18.0" 102483 3864402 1 "" 3771 38 "{45:'Освещение'}"
"219" 220 "2015-05-18 17:40:33.0" 1845682 1347556 1 "rossignol" 3960 0 ""
"220" 221 "2015-05-01 21:09:42.0" 1572318 2422704 0 "юбка" 3976 22 "{175:'Женская одежда'}"
"221" 222 "2015-04-28 11:55:12.0" 1901146 354511 1 "мотоблок" 1294 0 ""
"222" 223 "2015-05-12 14:20:29.0" 1625847 3781778 1 "" 3939 12 ""
"223" 224 "2015-04-30 06:55:38.0" 1983297 3415207 0 "" 414 5 ""
"224" 225 "2015-05-20 11:23:28.0" 301102 3516212 1 "" 3960 60 "{179:'Шапки, варежки, шарфы', 178:'Для девочек'}"
"225" 226 "2015-05-09 17:57:47.0" 85767 873576 0 "" 2739 34 ""
"226" 227 "2015-04-28 13:49:34.0" 1639187 4319929 0 "" 2430 22 "{83:'Верхняя одежда', 175:'Женская одежда', 86:'42–44 (S)'}"
"227" 228 "2015-05-11 16:39:10.0" 1946371 3990723 1 "" 1110 47 "{127:'Детские коляски'}"
"228" 229 "2015-05-07 16:26:44.0" 554599 3140663 0 "" 3335 47 "{127:'Велосипеды и самокаты'}"
"229" 230 "2015-05-15 20:16:59.0" 1236598 2477094 1 "" 576 60 "{179:'Другое', 178:'Для девочек'}"
"230" 231 "2015-05-05 16:11:33.0" 2050910 2485971 0 "" 345 27 "{486:'Плиты', 48:'Для кухни'}"
"231" 232 "2015-05-02 17:48:27.0" 2058607 3743666 1 "" 4145 60 "{124:'24', 110:'Обувь', 178:'Для мальчиков'}"
"232" 233 "2015-05-16 16:27:03.0" 522944 1428060 1 "" 3960 60 "{115:'122-128 см (6-8 лет)', 179:'Платья и юбки', 178:'Для девочек'}"
"233" 234 "2015-05-15 19:46:13.0" 2201430 3768468 0 "" 3960 22 "{175:'Женская одежда'}"
"234" 235 "2015-05-11 16:49:04.0" 669070 552182 0 "" 3960 34 ""
"235" 236 "2015-05-01 10:36:32.0" 741161 3531719 0 "" 209 12 ""
"236" 237 "2015-04-29 17:52:40.0" 2009617 3042733 0 "" 1102 49 ""
"237" 238 "2015-05-05 22:21:05.0" 1724055 3138253 1 "" 3953 4 ""
"238" 239 "2015-05-02 22:26:17.0" 1208228 412926 0 "золото" 3960 11 "{104:'Ювелирные изделия'}"
"239" 240 "2015-04-26 17:15:13.0" 586551 1057517 0 "" 1301 12 ""
"240" 241 "2015-05-01 13:09:05.0" 1297912 57562 0 "" 3350 28 ""
"241" 242 "2015-05-07 19:52:46.0" 62063 138014 0 "" 760 34 "{5:'Шины, диски и колёса'}"
"242" 243 "2015-04-28 18:59:12.0" 488191 2168810 0 "" 2430 50 ""
"243" 244 "2015-05-16 20:14:55.0" 501208 3590502 1 "" 3953 22 "{83:'Обувь', 175:'Женская одежда', 88:'38'}"
"244" 245 "2015-04-26 22:11:45.0" 1644491 4119843 0 "" 343 4 ""
"245" 246 "2015-04-28 06:23:43.0" 1567197 3782201 0 "" 3939 38 "{45:'Шкафы и комоды'}"
"246" 247 "2015-05-11 01:41:16.0" 1240465 2340823 0 "" 3953 34 "{797:'15', 796:'Литые', 709:'Диски', 799:'4', 5:'Шины, диски и колёса', 800:'114.3'}"
"247" 248 "2015-05-04 08:17:01.0" 728733 1753969 1 "" 3953 1 ""
"248" 249 "2015-05-14 16:13:18.0" 1087858 2808712 0 "" 2230 27 "{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
"249" 250 "2015-05-13 21:38:07.0" 1826615 1743770 0 "" 3771 60 "{124:'23', 110:'Обувь', 178:'Для мальчиков'}"
"250" 251 "2015-04-25 21:36:38.0" 763626 3116481 1 "" 1306 47 "{127:'Детские коляски'}"
"251" 252 "2015-05-09 15:09:22.0" 962423 2158128 1 "" 1902 60 "{124:'25', 110:'Обувь', 178:'Для мальчиков'}"
"252" 253 "2015-04-30 19:07:37.0" 940790 2106625 0 "мотокультиватор" 1270 50 "{44:'Садовая техника'}"
"253" 254 "2015-04-29 22:00:48.0" 1639701 358346 1 "" 926 26 ""
"254" 255 "2015-05-13 11:41:30.0" 419615 1788061 0 "" 697 3 ""
"255" 256 "2015-05-18 09:29:34.0" 1056666 1118137 0 "" 1579 28 ""
"256" 257 "2015-05-14 12:17:00.0" 1146101 1333644 0 "бежевое платье" 3953 22 "{83:'Платья и юбки', 175:'Женская одежда'}"
"257" 258 "2015-04-27 18:28:17.0" 388823 1802327 1 "" 1361 34 "{5:'Шины, диски и колёса', 709:'Диски', 799:'6'}"
